permitnum,statuscurrent,applieddate,issueddate,completeddate,permittype,permittypemapped,permitclass,permitclassgroup,permitclassmapped,workclass,workclassgroup,workclassmapped,description,applicantname,contractorname,housingunits,estprojectcost,totalsqft,originaladdress,communitycode,communityname,latitude,longitude,locationcount,locationtypes,locationaddresses,locationswkt,locationsgeojson,point,:@computed_region_4b54_tmc4,:@computed_region_4a3i_ccfj,:@computed_region_kxmf_bzkv,:@computed_region_p8tp_5dkv,:@computed_region_qeuu_piif,:@computed_region_xxr9_iwz2
BP2025-06867,Completed,2025-04-16T00:00:00.000,2025-04-25T00:00:00.000,2025-07-15T00:00:00.000,Residential Improvement Project,Building,1110 - Below Grade Suite,Secondary Suites,Residential,Alteration,Improvement,Existing,Secondary Suite,,,1,35855.08,,14882B 24 ST NW,MRN,MORAINE,51.18719082113256,-114.11762605307797,3,Titled Parcel;Building;Building Suite,14882 24 ST NW;14882 24 ST NW;14882B 24 ST NW,"MULTIPOINT (-114.11762605307797 51.18719082113256,-114.11749236158684 51.187184743698765,-114.1174735392183 51.18716318775722)","{""type"":""MultiPoint"",""coordinates"":[[-114.1176261,51.1871908],[-114.1174924,51.1871847],[-114.1174735,51.1871632]]}","{'type': 'Point', 'coordinates': [-114.11762605307797, 51.18719082113256]}",3,2,288,10,160,2
BP2024-22046,Issued Permit,2024-10-16T00:00:00.000,2024-11-04T00:00:00.000,,Residential Improvement Project,Building,1301 - Private Detached Garage,Garage,Residential,New,New,New,Garage,CONTRIVE ENGINEERING AND PROJECT MANAGEMENT SERVICE,,0,42433.6,,50 SAGE HILL LN NW,SGH,SAGE HILL,51.17325978304495,-114.15054086941448,2,Titled Parcel;Building,50 SAGE HILL LN NW;50 SAGE HILL LN NW,"MULTIPOINT (-114.15054086941448 51.17325978304495,-114.15060465494538 51.173340777621526)","{""type"":""MultiPoint"",""coordinates"":[[-114.1505409,51.1732598],[-114.1506047,51.1733408]]}","{'type': 'Point', 'coordinates': [-114.15054086941448, 51.17325978304495]}",3,2,265,10,129,2
BP2016-02868,Completed,2016-03-31T00:00:00.000,2016-04-06T00:00:00.000,2016-09-16T00:00:00.000,Single Construction Permit,Building,1106 - Single Family House,Single Family,Residential,New,New,New,"SFD,BSMT-DEV,FIREPLACE,GARAGE,DECK,PORCH,",MATTAMY HOMES CALGARY,MATTAMY HOMES CALGARY,1,375445,2255,28 CITYSCAPE VW NE,CSC,CITYSCAPE,51.14788347963485,-113.96332212096276,2,Titled Parcel;Building,28 CITYSCAPE VW NE;28 CITYSCAPE VW NE,"MULTIPOINT (-113.96332212096276 51.14788347963485,-113.96345002057399 51.147887286300886)","{""type"":""MultiPoint"",""coordinates"":[[-113.9633221,51.1478835],[-113.96345,51.1478873]]}","{'type': 'Point', 'coordinates': [-113.96332212096276, 51.14788347963485]}",11,4,176,1,15,5
BP2024-19548,Completed,2024-09-13T00:00:00.000,2024-10-09T00:00:00.000,2025-04-16T00:00:00.000,Single Construction Permit,Building,1106 - Single Family House,Single Family,Residential,New,New,New,"SFD,BSMT-DEV,GARAGE,PORCH,",GENESIS BUILDERS GROUP,GENESIS BUILDERS GROUP,1,341559.12,1955,392 HOMESTEAD GV NE,HSD,HOMESTEAD,51.12149293945836,-113.9164966576269,2,Titled Parcel;Building,392 HOMESTEAD GV NE;392 HOMESTEAD GV NE,"MULTIPOINT (-113.9164966576269 51.12149293945836,-113.91629763988338 51.121498235903765)","{""type"":""MultiPoint"",""coordinates"":[[-113.9164967,51.1214929],[-113.9162976,51.1214982]]}","{'type': 'Point', 'coordinates': [-113.9164966576269, 51.12149293945836]}",11,4,164,1,144,5
BP2023-05612,Completed,2023-04-25T00:00:00.000,2023-06-19T00:00:00.000,2024-03-28T00:00:00.000,Commercial / Multi Family Project,Building,3204 - Warehouse/Office,Commercial,Non-Residential,Alteration,Improvement,Existing,Racking Only Unit A,G N JOHNSTON EQUIPMENT,G N JOHNSTON EQUIPMENT,0,413000,,#175 5440 72 AV SE,GPI,GREAT PLAINS,50.98967018645047,-113.95316829433446,4,Titled Parcel;Building;Building Suite;Building Suite,5440 72 AV SE;5440 72 AV SE;#175 5440 72 AV SE;#105 5440 72 AV SE,"MULTIPOINT (-113.95316829433446 50.98967018645047,-113.952689054856 50.99064536165942,-113.95268528838746 50.99065130240338,-113.95267965163852 50.99063346432282)","{""type"":""MultiPoint"",""coordinates"":[[-113.9531683,50.9896702],[-113.9526891,50.9906454],[-113.9526853,50.9906513],[-113.9526797,50.9906335]]}","{'type': 'Point', 'coordinates': [-113.95316829433446, 50.98967018645047]}",10,3,73,11,26,9
BP2023-19452,Completed,2023-11-09T00:00:00.000,2024-02-26T00:00:00.000,2024-12-03T00:00:00.000,Single Construction Permit,Building,1106 - Single Family House,Single Family,Residential,New,New,New,"SFD,BSMT-DEV,PORCH,",GILL DEVELOPMENTS,GILL DEVELOPMENTS,1,198351.75,1220,6626 18 ST SE,OGD,OGDEN,50.99496399737712,-114.01616725356334,1,Titled Parcel,6626 18 ST SE,POINT (-114.01616725356334 50.99496399737712),"{""type"":""Point"",""coordinates"":[-114.0161673,50.994964]}","{'type': 'Point', 'coordinates': [-114.01616725356334, 50.99496399737712]}",10,3,28,11,248,9
BP2024-18886,Completed,2024-09-06T00:00:00.000,2024-10-04T00:00:00.000,2025-01-28T00:00:00.000,Single Construction Permit,Building,1106 - Single Family House,Single Family,Residential,New,New,New,"SFD,PORCH,",JAYMAN BUILT,JAYMAN BUILT,1,271059,1780,122 LEGACY REACH CM SE,LEG,LEGACY,50.86141130254164,-114.00545239264125,2,Titled Parcel;Building,122 LEGACY REACH CM SE;122 LEGACY REACH CM SE,"MULTIPOINT (-114.00545239264125 50.86141130254164,-114.00562927532593 50.86134780664566)","{""type"":""MultiPoint"",""coordinates"":[[-114.0054524,50.8614113],[-114.0056293,50.8613478]]}","{'type': 'Point', 'coordinates': [-114.00545239264125, 50.86141130254164]}",6,3,99,13,155,14
BP2024-18829,Issued Permit,2024-09-06T00:00:00.000,2024-11-19T00:00:00.000,,Commercial / Multi Family Project,Building,3402 - Office,Commercial,Non-Residential,Temporary,Unspecified,,Temporary sales centre,BROOKFIELD RESIDENTIAL (ALBERTA),BROOKFIELD RESIDENTIAL (ALBERTA),0,75000,,60 HOWSE LN NE,LIV,LIVINGSTON,51.18848742766717,-114.07018346402552,2,Titled Parcel;Structure,60 HOWSE LN NE;25 LIVINGSTON VW NE,"MULTIPOINT (-114.07018346402552 51.18848742766717,-114.07085248730873 51.18962239975194)","{""type"":""MultiPoint"",""coordinates"":[[-114.0701835,51.1884874],[-114.0708525,51.1896224]]}","{'type': 'Point', 'coordinates': [-114.07018346402552, 51.18848742766717]}",11,4,246,12,212,3
BP2025-20327,Completed,2025-10-16T00:00:00.000,2025-10-16T00:00:00.000,2025-12-11T00:00:00.000,Residential Improvement Project,Building,1103 - Solid Fuel Fireplace,Single Family,Residential,Alteration,Improvement,Existing,Fireplace,HEARTH & HOME FIREPLACE SPECIALTIES,HEARTH & HOME FIREPLACE SPECIALTIES,0,2360.28,,7655 HUNTERBURN HL NW,HUN,HUNTINGTON HILLS,51.11966344191972,-114.08814995552548,2,Titled Parcel;Building,7655 HUNTERBURN HL NW;7655 HUNTERBURN HL NW,"MULTIPOINT (-114.08814995552548 51.11966344191972,-114.0882708087054 51.11960290456102)","{""type"":""MultiPoint"",""coordinates"":[[-114.08815,51.1196634],[-114.0882708,51.1196029]]}","{'type': 'Point', 'coordinates': [-114.08814995552548, 51.11966344191972]}",2,2,261,4,123,4
BP2020-04648,Expired,2020-04-22T00:00:00.000,2020-05-13T00:00:00.000,2024-02-22T00:00:00.000,Residential Improvement Project,Building,1101 - Improvements (Single Family),Single Family,Residential,Alteration,Improvement,Existing,Improvements,BILL SAFEHOUSE,,0,3000,,244 PANTON WY NW,PAN,PANORAMA HILLS,51.17121908195655,-114.08919727525655,2,Titled Parcel;Building,244 PANTON WY NW;244 PANTON WY NW,"MULTIPOINT (-114.08919727525655 51.17121908195655,-114.08903193753962 51.171193866383405)","{""type"":""MultiPoint"",""coordinates"":[[-114.0891973,51.1712191],[-114.0890319,51.1711939]]}","{'type': 'Point', 'coordinates': [-114.08919727525655, 51.17121908195655]}",11,2,235,12,219,3
BP2023-19337,Completed,2023-11-08T00:00:00.000,2023-12-07T00:00:00.000,2024-09-17T00:00:00.000,Residential Improvement Project,Building,1106 - Addition,Single Family,Residential,Addition,Improvement,Existing,"Addition, Porch, Improvements",,,0,367867.77,,5003 VANSTONE CR NW,VAR,VARSITY,51.097747559464665,-114.15942147303937,2,Titled Parcel;Building,5003 VANSTONE CR NW;5003 VANSTONE CR NW,"MULTIPOINT (-114.15942147303937 51.097747559464665,-114.15932377870693 51.097831449270174)","{""type"":""MultiPoint"",""coordinates"":[[-114.1594215,51.0977476],[-114.1593238,51.0978314]]}","{'type': 'Point', 'coordinates': [-114.15942147303937, 51.097747559464665]}",13,2,269,9,27,1
BP2023-13009,Completed,2023-08-08T00:00:00.000,2023-09-06T00:00:00.000,2024-03-27T00:00:00.000,Commercial / Multi Family Project,Building,3204 - Warehouse/Office,Commercial,Non-Residential,Alteration,Improvement,Existing,Interior alterations (Canadian Choice Windows),BOZENA INTERIOR DESIGN,,0,400000,,#149 7121 104 AV SE,ESH,EAST SHEPARD INDUSTRIAL,50.96497860774045,-113.93273639195952,3,Titled Parcel;Building;Building Suite,7123 104 AV SE;7121 104 AV SE;#149 7121 104 AV SE,"MULTIPOINT (-113.93273639195952 50.96497860774045,-113.93311857320218 50.96498120051403,-113.93305785053066 50.96577733444346)","{""type"":""MultiPoint"",""coordinates"":[[-113.9327364,50.9649786],[-113.9331186,50.9649812],[-113.9330579,50.9657773]]}","{'type': 'Point', 'coordinates': [-113.93273639195952, 50.96497860774045]}",4,3,79,8,181,12
BP2025-06784,Completed,2025-04-16T00:00:00.000,2025-04-30T00:00:00.000,2025-09-24T00:00:00.000,Single Construction Permit,Building,1106 - Single Family House,Single Family,Residential,New,New,New,"SFD,GARAGE,PORCH,",SHANE HOMES,SHANE HOMES,1,360368.29,2257,285 CORNER GLEN WY NE,CNS,CORNERSTONE,51.169586035520325,-113.94490138112641,2,Titled Parcel;Building,285 CORNER GLEN WY NE;285 CORNER GLEN WY NE,"MULTIPOINT (-113.94490138112641 51.169586035520325,-113.945071625392 51.16963487484487)","{""type"":""MultiPoint"",""coordinates"":[[-113.9449014,51.169586],[-113.9450716,51.1696349]]}","{'type': 'Point', 'coordinates': [-113.94490138112641, 51.169586035520325]}",11,4,11,1,204,5
BP2023-20963,Completed,2023-12-05T00:00:00.000,2024-01-16T00:00:00.000,2025-01-02T00:00:00.000,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,5 Unit Residential Rowhouse - Block 15,,BROOKFIELD RESIDENTIAL (ALBERTA),5,964688.12,,326 SETON VI SE,SET,SETON,50.86409788163862,-113.95036687346217,6,Titled Parcel;Building;Building;Building;Building;Building,316 SETON VI SE;324 SETON VI SE;322 SETON VI SE;320 SETON VI SE;326 SETON VI SE;318 SETON VI SE,"MULTIPOINT (-113.95036687346217 50.86409788163862,-113.95046539165428 50.86425557236113,-113.95047627715192 50.864211489955935,-113.95048716678049 50.86416348790538,-113.95045605766158 50.86429670669929,-113.95049805326423 50.864118434576426)","{""type"":""MultiPoint"",""coordinates"":[[-113.9503669,50.8640979],[-113.9504654,50.8642556],[-113.9504763,50.8642115],[-113.9504872,50.8641635],[-113.9504561,50.8642967],[-113.9504981,50.8641184]]}","{'type': 'Point', 'coordinates': [-113.95036687346217, 50.86409788163862]}",4,3,229,8,145,12
BP2023-14512,Completed,2023-08-28T00:00:00.000,2023-09-12T00:00:00.000,2024-04-23T00:00:00.000,Residential Improvement Project,Building,1110 - Below Grade Suite,Secondary Suites,Residential,Alteration,Improvement,Existing,Secondary Suite,,,1,69864,,76B REDSTONE LI NE,RSN,REDSTONE,51.173338375674696,-113.9665700118648,3,Titled Parcel;Building;Building Suite,76 REDSTONE LI NE;76 REDSTONE LI NE;76B REDSTONE LI NE,"MULTIPOINT (-113.9665700118648 51.173338375674696,-113.96675664884968 51.173352290717595,-113.9667730849271 51.17338502628171)","{""type"":""MultiPoint"",""coordinates"":[[-113.96657,51.1733384],[-113.9667566,51.1733523],[-113.9667731,51.173385]]}","{'type': 'Point', 'coordinates': [-113.9665700118648, 51.173338375674696]}",11,4,3,1,174,5
BP2023-17865,Completed,2023-10-16T00:00:00.000,2023-10-30T00:00:00.000,2024-04-23T00:00:00.000,Residential Improvement Project,Building,1101 - Improvements (Single Family),Single Family,Residential,Alteration,Improvement,Existing,Improvements,,ECOLINE WINDOWS,0,13000,,8131 33 AV NW,BOW,BOWNESS,51.08704855524256,-114.2064465159137,2,Titled Parcel;Building,8131 33 AV NW;8131 33 AV NW,"MULTIPOINT (-114.2064465159137 51.08704855524256,-114.20651527396264 51.08700409671088)","{""type"":""MultiPoint"",""coordinates"":[[-114.2064465,51.0870486],[-114.2065153,51.0870041]]}","{'type': 'Point', 'coordinates': [-114.2064465159137, 51.08704855524256]}",13,2,149,9,279,1
BP2024-02521,Completed,2024-02-14T00:00:00.000,2024-02-23T00:00:00.000,2024-05-06T00:00:00.000,Demolition,Demolition,1107 - Semi-Detached (1 Unit),Single Family,Residential,Demolition,Demolition,Existing,,MARROON HOMES,CREATIVE SOLUTIONS CONTRACTING SERVICES,0,,,2624 1 AV NW,WHL,WEST HILLHURST,51.05357857104698,-114.1215564985399,1,Titled Parcel,2624 1 AV NW,POINT (-114.1215564985399 51.05357857104698),"{""type"":""Point"",""coordinates"":[-114.1215565,51.0535786]}","{'type': 'Point', 'coordinates': [-114.1215564985399, 51.05357857104698]}",7,2,280,7,113,7
BP2025-06397,Completed,2025-04-10T00:00:00.000,2025-04-16T00:00:00.000,2025-11-13T00:00:00.000,Single Construction Permit,Building,1407 - Two Family Semi-Detached (1 Unit),Two Family,Residential,New,New,New,"SEMI-D,GARAGE,DECK,PORCH,",MORRISON HOMES (CALGARY),MORRISON HOMES (CALGARY),1,224848.29,1814,65 CREEKSIDE PS SW,PCK,PINE CREEK,50.861703403285674,-114.07964417704962,2,Titled Parcel;Building,65 CREEKSIDE PS SW;65 CREEKSIDE PS SW,"MULTIPOINT (-114.07964417704962 50.861703403285674,-114.07963625140573 50.86160368242178)","{""type"":""MultiPoint"",""coordinates"":[[-114.0796442,50.8617034],[-114.0796363,50.8616037]]}","{'type': 'Point', 'coordinates': [-114.07964417704962, 50.861703403285674]}",6,1,133,6,208,13
BP2025-06479,Completed,2025-04-11T00:00:00.000,2025-04-16T00:00:00.000,2025-08-11T00:00:00.000,Single Construction Permit,Building,1106 - Single Family House,Single Family,Residential,New,New,New,"SFD,PORCH,",JAYMAN BUILT,JAYMAN BUILT,1,277975.5,1842,60 MERCADO RD SE,MAH,MAHOGANY,50.88618471280416,-113.92264879288928,2,Titled Parcel;Building,60 MERCADO RD SE;60 MERCADO RD SE,"MULTIPOINT (-113.92264879288928 50.88618471280416,-113.92250632964007 50.88615928455836)","{""type"":""MultiPoint"",""coordinates"":[[-113.9226488,50.8861847],[-113.9225063,50.8861593]]}","{'type': 'Point', 'coordinates': [-113.92264879288928, 50.88618471280416]}",4,3,116,8,209,12
BP2023-21148,Completed,2023-12-08T00:00:00.000,2023-12-15T00:00:00.000,2024-02-22T00:00:00.000,Residential Improvement Project,Building,1101 - Basement Development,Single Family,Residential,Alteration,Improvement,Existing,Basement Dev,AAA RELIANCE CONSTRUCTION,AAA RELIANCE CONSTRUCTION,0,28202,,52 SADDLECREST GD NE,SAD,SADDLE RIDGE,51.138693979781465,-113.93714577886634,2,Titled Parcel;Building,52 SADDLECREST GD NE;52 SADDLECREST GD NE,"MULTIPOINT (-113.93714577886634 51.138693979781465,-113.93730284313425 51.13869880159319)","{""type"":""MultiPoint"",""coordinates"":[[-113.9371458,51.138694],[-113.9373028,51.1386988]]}","{'type': 'Point', 'coordinates': [-113.93714577886634, 51.138693979781465]}",11,4,2,1,86,5
BP2022-13803,Completed,2022-08-11T00:00:00.000,2022-09-15T00:00:00.000,2024-02-22T00:00:00.000,Single Construction Permit,Building,1407 - Two Family Semi-Detached (1 Unit),Two Family,Residential,New,New,New,"SEMI-D,BSMT-DEV,FIREPLACE,GARAGE,DECK,PORCH,",STREETSIDE DEVELOPMENT,STREETSIDE DEVELOPMENT,1,202497.23,1252,#202 20 SILVERADO CREST PA SW,SVO,SILVERADO,50.87868864671752,-114.08782114880744,2,Titled Parcel;Building,#202 20 SILVERADO CREST PA SW;#202 20 SILVERADO CREST PA SW,"MULTIPOINT (-114.08782114880744 50.87868864671752,-114.08773128042081 50.87869353292839)","{""type"":""MultiPoint"",""coordinates"":[[-114.0878211,50.8786886],[-114.0877313,50.8786935]]}","{'type': 'Point', 'coordinates': [-114.08782114880744, 50.87868864671752]}",6,1,134,6,308,13
BP2025-12114,Completed,2025-06-23T00:00:00.000,2025-06-24T00:00:00.000,2025-08-15T00:00:00.000,Residential Improvement Project,Building,1301 - Private Detached Garage,Garage,Residential,New,New,New,Garage,BUILDGARAGEYYC,BUILDGARAGEYYC,0,50920.32,,201 BELMONT PA SW,BLM,BELMONT,50.87289343945608,-114.06952715324952,2,Titled Parcel;Building,201 BELMONT PA SW;201 BELMONT PA SW,"MULTIPOINT (-114.06952715324952 50.87289343945608,-114.06964207220233 50.87288633178022)","{""type"":""MultiPoint"",""coordinates"":[[-114.0695272,50.8728934],[-114.0696421,50.8728863]]}","{'type': 'Point', 'coordinates': [-114.06952715324952, 50.87289343945608]}",6,3,113,6,18,13
BP2021-21580,Completed,2021-12-22T00:00:00.000,2022-02-03T00:00:00.000,2024-02-22T00:00:00.000,Residential Improvement Project,Building,1110 - Below Grade Suite,Secondary Suites,Residential,Alteration,Improvement,Existing,Secondary Suite,RENOVATIONS TRANSFORMER,RENOVATIONS TRANSFORMER,1,76802.37,,170R SPRINGWOOD DR SW,SOW,SOUTHWOOD,50.964778176397544,-114.09144403850837,3,Titled Parcel;Building;Building Suite,170 SPRINGWOOD DR SW;170 SPRINGWOOD DR SW;170R SPRINGWOOD DR SW,"MULTIPOINT (-114.09144403850837 50.964778176397544,-114.09144145322426 50.964853594349016,-114.09140668799226 50.96488959897468)","{""type"":""MultiPoint"",""coordinates"":[[-114.091444,50.9647782],[-114.0914415,50.9648536],[-114.0914067,50.9648896]]}","{'type': 'Point', 'coordinates': [-114.09144403850837, 50.964778176397544]}",8,1,7,5,33,11
BP2023-11718,Completed,2023-07-21T00:00:00.000,2023-08-09T00:00:00.000,2024-02-22T00:00:00.000,Single Construction Permit,Building,1407 - Two Family Semi-Detached (1 Unit),Two Family,Residential,New,New,New,"SEMI-D,BSMT-DEV,FIREPLACE,DECK,PORCH,",JOHN TRINH & ASSOCIATES,GOVIND HOMES,1,337743.28,2699,911 32 ST NW,PKD,PARKDALE,51.059537713362346,-114.13084759423002,2,Titled Parcel;Building,911 32 ST NW;911 32 ST NW,"MULTIPOINT (-114.13084759423002 51.059537713362346,-114.1309885004764 51.059596528079275)","{""type"":""MultiPoint"",""coordinates"":[[-114.1308476,51.0595377],[-114.1309885,51.0595965]]}","{'type': 'Point', 'coordinates': [-114.13084759423002, 51.059537713362346]}",7,2,91,7,282,7
BP2023-11062,Completed,2023-07-11T00:00:00.000,2023-07-20T00:00:00.000,2024-02-22T00:00:00.000,Single Construction Permit,Building,1106 - Single Family House,Single Family,Residential,New,New,New,"SFD,BSMT-DEV,GARAGE,DECK,PORCH,",CEDARGLEN GROUP (THE),CEDARGLEN GROUP (THE),1,397819.58,2307,34 ROWMONT LI NW,HSN,HASKAYNE,51.10560601815744,-114.27536451807553,2,Titled Parcel;Building,34 ROWMONT LI NW;34 ROWMONT LI NW,"MULTIPOINT (-114.27536451807553 51.10560601815744,-114.27519194174589 51.10558029148596)","{""type"":""MultiPoint"",""coordinates"":[[-114.2753645,51.105606],[-114.2751919,51.1055803]]}","{'type': 'Point', 'coordinates': [-114.27536451807553, 51.10560601815744]}",13,2,253,9,142,1
BP2024-25204,Issued Permit,2024-12-03T00:00:00.000,2025-09-16T00:00:00.000,,Residential Improvement Project,Building,1106 - Addition,Single Family,Residential,Addition,Improvement,Existing,Addition,PRIME DESIGN SOLUTIONS,,0,45032.5,,1812 PANATELLA BV NW,PAN,PANORAMA HILLS,51.16812038413469,-114.08103449069549,2,Titled Parcel;Building,1812 PANATELLA BV NW;1812 PANATELLA BV NW,"MULTIPOINT (-114.08103449069549 51.16812038413469,-114.08115411629306 51.168097710488766)","{""type"":""MultiPoint"",""coordinates"":[[-114.0810345,51.1681204],[-114.0811541,51.1680977]]}","{'type': 'Point', 'coordinates': [-114.08103449069549, 51.16812038413469]}",11,2,235,12,219,3
BP2023-00161,Completed,2023-01-05T00:00:00.000,2023-01-16T00:00:00.000,2025-04-16T00:00:00.000,Single Construction Permit,Building,1407 - Two Family Semi-Detached (1 Unit),Two Family,Residential,New,New,New,"SEMI-D,BSMT-DEV,FIREPLACE,GARAGE,PORCH,",2320192 ALBERTA,2320192 ALBERTA,1,300056.55,1968,412 ELVEDEN CO SW,SPH,SPRINGBANK HILL,51.02848274059444,-114.19790022721715,2,Titled Parcel;Building,412 ELVEDEN CO SW;412 ELVEDEN CO SW,"MULTIPOINT (-114.19790022721715 51.02848274059444,-114.19769306730944 51.028476816360055)","{""type"":""MultiPoint"",""coordinates"":[[-114.1979002,51.0284827],[-114.1976931,51.0284768]]}","{'type': 'Point', 'coordinates': [-114.19790022721715, 51.02848274059444]}",1,1,289,14,255,6
BP2024-17607,Completed,2024-08-22T00:00:00.000,2024-09-16T00:00:00.000,2025-02-19T00:00:00.000,Single Construction Permit,Building,1407 - Two Family Semi-Detached (1 Unit),Two Family,Residential,New,New,New,"SEMI-D,DECK,PORCH,SSuite",TRICO HOMES,TRICO HOMES,1,194881.2,1716,221R EDITH GR NW,GLR,GLACIER RIDGE,51.189551704504005,-114.17131200615667,3,Titled Parcel;Building;Building Suite,221 EDITH GR NW;221 EDITH GR NW;221R EDITH GR NW,"MULTIPOINT (-114.17131200615667 51.189551704504005,-114.17145639159916 51.18960240066011,-114.17154807951725 51.189615363998776)","{""type"":""MultiPoint"",""coordinates"":[[-114.171312,51.1895517],[-114.1714564,51.1896024],[-114.1715481,51.1896154]]}","{'type': 'Point', 'coordinates': [-114.17131200615667, 51.189551704504005]}",3,2,225,10,163,2
BP2025-06767,Pre Backfill Phase,2025-04-16T00:00:00.000,2025-05-08T00:00:00.000,,Single Construction Permit,Building,1106 - Single Family House,Single Family,Residential,New,New,New,"SFD,FIREPLACE,DECK,PORCH,SSuite",ROCKY BEAR HOMES,ROCKY BEAR HOMES,1,379578.5,2474,1826 6 ST NE,WIN,WINSTON HEIGHTS/MOUNTVIEW,51.06908503485134,-114.04814578094765,1,Titled Parcel,1826 6 ST NE,POINT (-114.04814578094765 51.06908503485134),"{""type"":""Point"",""coordinates"":[-114.0481458,51.069085]}","{'type': 'Point', 'coordinates': [-114.04814578094765, 51.06908503485134]}",10,4,88,7,244,4
BP2024-06688,Completed,2024-04-15T00:00:00.000,2024-04-25T00:00:00.000,2024-09-06T00:00:00.000,Residential Improvement Project,Building,1103 - Solid Fuel Fireplace,Single Family,Residential,Alteration,Improvement,Existing,Fireplace,,,0,2360.28,,2332 CHICOUTIMI DR NW,CHW,CHARLESWOOD,51.08677138899313,-114.11477535746995,2,Titled Parcel;Building,2332 CHICOUTIMI DR NW;2332 CHICOUTIMI DR NW,"MULTIPOINT (-114.11477535746995 51.08677138899313,-114.11494074659767 51.08681228234701)","{""type"":""MultiPoint"",""coordinates"":[[-114.1147754,51.0867714],[-114.1149407,51.0868123]]}","{'type': 'Point', 'coordinates': [-114.11477535746995, 51.08677138899313]}",7,2,125,4,305,4
BP2023-16053,Completed,2023-09-19T00:00:00.000,2023-10-13T00:00:00.000,2025-01-02T00:00:00.000,Residential Improvement Project,Building,1301 - Private Detached Garage,Garage,Residential,New,New,New,Garage,EXCELLENT CONSTRUCTION/WIDE VIEW HOMES,EXCELLENT CONSTRUCTION/WIDE VIEW HOMES,0,38576,,2424 53 AV SW,NGM,NORTH GLENMORE PARK,51.00602358399765,-114.1163101831131,2,Titled Parcel;Building,2424 53 AV SW;2424 53 AV SW,"MULTIPOINT (-114.1163101831131 51.00602358399765,-114.11626230842207 51.00611524666151)","{""type"":""MultiPoint"",""coordinates"":[[-114.1163102,51.0060236],[-114.1162623,51.0061152]]}","{'type': 'Point', 'coordinates': [-114.1163101831131, 51.00602358399765]}",8,1,122,5,302,11
